label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,Blank,IO_12C_01,IO_12C_02,IO_12C_03
,3457,3457,3,181.060745,12.006,0.822382,,,181.060745@12.006208,181.060745@12.006208,,0.000,0.000000,181.060745,2755.05,381181.84,575899.00,342103.97
,3458,3458,4,205.165970,2.515,0.852542,,,205.165970@2.514934,205.165970@2.514934,,0.000,0.000000,205.165970,104032.84,341613.12,461952.03,509334.28
,3459,3459,4,368.255463,4.147,0.846969,,,368.255463@4.146566,368.255463@4.146566,,0.000,0.000000,368.255463,67945.78,425100.91,429141.62,333801.78
,3460,3460,4,326.187866,1.964,0.840612,,,326.187866@1.963771,326.187866@1.963771,,0.000,0.000000,326.187866,176248.69,577740.94,352540.09,527486.44
,3461,3461,3,375.226196,2.472,0.851929,,,375.226196@2.471854,375.226196@2.471854,,0.000,0.000000,375.226196,64073.29,176675.56,368965.59,140496.77
,3462,3462,4,299.234131,3.056,0.850965,,,299.234131@3.055971,299.234131@3.055971,,0.000,0.000000,299.234131,159942.12,486679.50,495602.34,342251.59
,3463,3463,2,737.456482,7.121,0.672687,,,737.456482@7.120646,737.456482@7.120646,,0.000,0.000000,737.456482,5581.78,560248.12,492979.25,470432.91
,3464,3464,4,185.154739,3.814,0.826187,,,185.154739@3.814279,185.154739@3.814279,,0.000,0.000000,185.154739,70070.92,587082.50,573372.06,443059.41
,3465,3465,3,137.060806,2.973,0.833137,,,137.060806@2.972963,137.060806@2.972963,,0.000,0.000000,137.060806,6196.09,527095.44,414209.59,262875.94
,3466,3466,3,111.008774,5.218,0.691319,,,111.008774@5.218079,111.008774@5.218079,,0.000,0.000000,111.008774,16281.20,466342.88,558663.75,532396.94
,3467,3467,4,638.124023,2.520,0.853564,,,638.124023@2.520138,638.124023@2.520138,,0.000,0.000000,638.124023,91276.98,586731.69,427258.00,265565.47
,3468,3468,1,677.466797,6.999,0.730199,,,677.466797@6.998983,677.466797@6.998983,,0.000,0.000000,677.466797,157105.55,384692.66,251619.89,147962.75
,3469,3469,1,277.217438,7.088,0.672873,,,277.217438@7.087800,277.217438@7.087800,,0.000,0.000000,277.217438,3054.18,1317144.38,2420747.75,652608.19
,3470,3470,3,177.056198,4.000,0.842328,,,177.056198@4.000208,177.056198@4.000208,,0.000,0.000000,177.056198,4683.69,576888.69,477158.84,257400.20
,3471,3471,4,258.153046,4.137,0.838863,,,258.153046@4.136554,258.153046@4.136554,,0.000,0.000000,258.153046,54188.11,500599.88,449501.78,384296.66
,3472,3472,4,284.242462,2.776,0.852293,,,284.242462@2.775717,284.242462@2.775717,,0.000,0.000000,284.242462,128036.44,549555.75,512147.34,331756.16
,3473,3473,4,104.035347,13.860,0.788758,,,104.035347@13.859633,104.035347@13.859633,,0.000,0.000000,104.035347,16405.08,545300.56,613897.56,575462.44
,3474,3474,3,356.171448,2.451,0.855461,,,356.171448@2.451008,356.171448@2.451008,,0.000,0.000000,356.171448,87618.68,115669.66,366733.22,296824.06
,3475,3475,3,321.210754,2.030,0.837170,,,321.210754@2.030237,321.210754@2.030237,,0.000,0.000000,321.210754,31341.97,492224.88,62158.26,66218.92
,3476,3476,3,232.069839,7.063,0.851416,,,232.069839@7.062834,232.069839@7.062834,,0.000,0.000000,232.069839,1633.08,456884.22,501912.84,392574.50
,3477,3477,4,283.029755,11.969,0.793842,,,283.029755@11.969200,283.029755@11.969200,,0.000,0.000000,283.029755,18745.56,595959.25,502970.25,524215.41
,3478,3478,3,433.237946,7.071,0.854214,,,433.237946@7.071137,433.237946@7.071137,,0.000,0.000000,433.237946,1107.09,528958.56,529499.88,473615.22
,3479,3479,3,73.029518,12.035,0.732707,,,73.029518@12.035034,73.029518@12.035034,,0.000,0.000000,73.029518,46146.36,434419.53,530863.44,359875.72
,3480,3480,3,90.027786,12.025,0.793391,,,90.027786@12.025437,90.027786@12.025437,,0.000,0.000000,90.027786,4376.89,394959.66,605811.56,332174.41
,3481,3481,3,202.010788,13.543,0.821858,,,202.010788@13.543374,202.010788@13.543374,,0.000,0.000000,202.010788,56112.02,565272.69,312012.25,133359.23
,3482,3482,4,248.165726,2.551,0.835624,,,248.165726@2.550737,248.165726@2.550737,,0.000,0.000000,248.165726,162471.44,553256.00,534343.44,412327.25
,3483,3483,1,256.059113,11.090,0.837203,,,256.059113@11.089916,256.059113@11.089916,,0.000,0.000000,256.059113,0.00,518226.25,416415.72,304221.25
,3484,3484,3,370.571106,4.085,0.840883,,,370.571106@4.085004,370.571106@4.085004,,0.000,0.000000,370.571106,624.36,373438.59,405591.91,509320.88
,3485,3485,3,458.244507,7.080,0.852364,,,458.244507@7.080261,458.244507@7.080261,,0.000,0.000000,458.244507,0.00,575126.56,483120.59,387966.03
,3486,3486,3,76.970039,3.996,0.699308,,,76.970039@3.995637,76.970039@3.995637,,0.000,0.000000,76.970039,1339785.25,6793340.50,6908200.00,6936494.50
,3487,3487,4,467.324036,3.056,0.799287,,,467.324036@3.055971,467.324036@3.055971,,0.000,0.000000,467.324036,237827.80,590329.00,582372.19,312728.09
,3488,3488,4,585.328979,2.417,0.854133,,,585.328979@2.416896,585.328979@2.416896,,0.000,0.000000,585.328979,169282.98,340486.34,273800.59,487574.91
,3489,3489,4,495.319000,3.061,0.829368,,,495.319000@3.061346,495.319000@3.061346,,0.000,0.000000,495.319000,252814.75,559803.94,559054.56,327604.69
,3490,3490,3,431.026703,13.834,0.851554,,,431.026703@13.833549,431.026703@13.833549,,0.000,0.000000,431.026703,0.00,594789.94,549600.69,372924.97
,3491,3491,3,89.024437,8.811,0.818303,,,89.024437@8.811184,89.024437@8.811184,,0.000,0.000000,89.024437,233135.33,1130768.12,701854.69,3742774.00
,3492,3492,3,89.024414,12.065,0.839709,,,89.024414@12.065475,89.024414@12.065475,,0.000,0.000000,89.024414,105851.96,11697808.00,17053274.00,9798109.00
,3493,3493,3,79.497108,7.115,0.803456,,,79.497108@7.114746,79.497108@7.114746,,0.000,0.000000,79.497108,3206.86,608540.06,600487.19,648788.25
,3494,3494,3,144.111084,4.177,0.833783,,,144.111084@4.177375,144.111084@4.177375,,0.000,0.000000,144.111084,5055.09,465710.28,520549.03,393793.66
,3495,3495,3,129.055725,2.500,0.755792,,,129.055725@2.499771,129.055725@2.499771,,0.000,0.000000,129.055725,539664.19,2271899.75,2496723.00,1882589.50
,3496,3496,3,129.055725,7.002,0.617145,,,129.055725@7.002129,129.055725@7.002129,,0.000,0.000000,129.055725,113851.05,489454.91,580658.69,545553.50
,3497,3497,4,100.933624,13.468,0.772168,,,100.933624@13.467913,100.933624@13.467913,,0.000,0.000000,100.933624,61679.70,550572.94,630177.94,591558.12
,3498,3498,3,142.020279,15.994,0.830607,,,142.020279@15.994241,142.020279@15.994241,,0.000,0.000000,142.020279,87901.90,283002.28,579637.50,279126.84
,3499,3499,3,314.097015,13.486,0.852851,,,314.097015@13.486394,314.097015@13.486394,,0.000,0.000000,314.097015,0.00,418545.66,357363.28,280644.28
,3500,3500,3,242.043182,11.130,0.843078,,,242.043182@11.130283,242.043182@11.130283,,0.000,0.000000,242.043182,439.52,431177.16,575279.44,206664.75
,3501,3501,3,579.439636,2.398,0.592223,,,579.439636@2.397650,579.439636@2.397650,,0.000,0.000000,579.439636,0.00,112556.59,300995.03,317443.88
,3502,3502,3,341.015930,4.096,0.739867,,,341.015930@4.096056,341.015930@4.096056,,0.000,0.000000,341.015930,0.00,460246.84,585957.50,493812.50
,3503,3503,4,196.134323,2.867,0.833411,,,196.134323@2.866671,196.134323@2.866671,,0.000,0.000000,196.134323,182120.05,565594.31,482201.66,334951.66
,3504,3504,2,318.737366,2.224,0.782094,,,318.737366@2.224388,318.737366@2.224388,,0.000,0.000000,318.737366,198204.42,644382.62,338432.34,180314.08
,3505,3505,3,265.995178,13.560,0.823454,,,265.995178@13.559878,265.995178@13.559878,,0.000,0.000000,265.995178,1425.20,329193.66,386280.75,367210.84
,3506,3506,4,218.905243,13.614,0.812588,,,218.905243@13.614042,218.905243@13.614042,,0.000,0.000000,218.905243,140480.23,485867.50,575122.38,644379.19
,3507,3507,3,398.249054,5.266,0.841877,,,398.249054@5.266425,398.249054@5.266425,,0.000,0.000000,398.249054,793.87,653872.19,603399.69,420262.16
,3508,3508,3,528.286377,7.074,0.853470,,,528.286377@7.073561,528.286377@7.073561,,0.000,0.000000,528.286377,0.00,370319.50,433967.66,280352.19
,3509,3509,3,276.204926,4.116,0.850545,,,276.204926@4.115583,276.204926@4.115583,,0.000,0.000000,276.204926,0.00,426571.16,585696.44,416019.97
,3510,3510,3,300.205139,2.437,0.853589,,,300.205139@2.436584,300.205139@2.436584,,0.000,0.000000,300.205139,184355.12,471395.91,336029.47,541291.31
,3511,3511,4,348.814697,13.599,0.853560,,,348.814697@13.598700,348.814697@13.598700,,0.000,0.000000,348.814697,92565.38,500798.22,526997.00,388778.84
,3512,3512,3,164.080627,4.010,0.843342,,,164.080627@4.010013,164.080627@4.010013,,0.000,0.000000,164.080627,1972.65,646338.50,668746.25,487531.25
,3513,3513,3,144.066589,13.001,0.833160,,,144.066589@13.000834,144.066589@13.000834,,0.000,0.000000,144.066589,8101.23,579328.06,557657.31,450041.41
,3514,3514,4,201.058334,2.422,0.847232,,,201.058334@2.422000,201.058334@2.422000,,0.000,0.000000,201.058334,106007.38,444330.25,534147.75,274377.88
,3515,3515,3,432.224731,7.143,0.852355,,,432.224731@7.143071,432.224731@7.143071,,0.000,0.000000,432.224731,978.28,627975.69,525811.31,414620.84
,3516,3516,3,212.980164,13.518,0.853728,,,212.980164@13.517633,212.980164@13.517633,,0.000,0.000000,212.980164,1351.34,401122.16,323851.03,356367.66
,3517,3517,2,174.937454,13.609,0.741008,,,174.937454@13.609259,174.937454@13.609259,,0.000,0.000000,174.937454,352271.50,3132912.75,2803219.00,2147147.00
,3518,3518,4,266.151245,1.977,0.838452,,,266.151245@1.976933,266.151245@1.976933,,0.000,0.000000,266.151245,72826.35,607099.56,282162.91,196157.89
,3519,3519,3,515.328369,6.713,0.838762,,,515.328369@6.712817,515.328369@6.712817,,0.000,0.000000,515.328369,4684.72,621254.12,551356.38,644287.69
,3520,3520,3,275.124847,13.942,0.836448,,,275.124847@13.941883,275.124847@13.941883,,0.000,0.000000,275.124847,0.00,676914.56,558911.12,621848.56
,3521,3521,4,461.217285,4.127,0.852522,,,461.217285@4.126629,461.217285@4.126629,,0.000,0.000000,461.217285,141497.11,568713.94,423978.41,247117.39
,3522,3522,4,314.877014,13.630,0.831323,,,314.877014@13.630163,314.877014@13.630163,,0.000,0.000000,314.877014,138142.06,504694.16,599800.00,575252.31
,3523,3523,3,360.122955,12.100,0.841000,,,360.122955@12.100034,360.122955@12.100034,,0.000,0.000000,360.122955,0.00,519819.41,650647.44,383000.25
,3524,3524,3,252.205017,3.516,0.828755,,,252.205017@3.516433,252.205017@3.516433,,0.000,0.000000,252.205017,436.03,405025.50,613183.50,289866.22
,3525,3525,3,226.802780,3.533,0.800863,,,226.802780@3.532804,226.802780@3.532804,,0.000,0.000000,226.802780,52901.33,236183.23,150916.64,155508.42
,3526,3526,3,136.040405,7.113,0.835204,,,136.040405@7.113475,136.040405@7.113475,,0.000,0.000000,136.040405,8319.61,630586.69,634368.50,468975.72
,3527,3527,4,571.399780,4.137,0.852577,,,571.399780@4.136554,571.399780@4.136554,,0.000,0.000000,571.399780,162046.36,595961.69,565203.06,490300.66
,3528,3528,3,359.165497,2.551,0.837485,,,359.165497@2.550583,359.165497@2.550583,,0.000,0.000000,359.165497,201585.36,539167.06,612672.31,435195.59
,3529,3529,3,458.243896,3.082,0.851666,,,458.243896@3.082058,458.243896@3.082058,,0.000,0.000000,458.243896,782.06,399843.16,580245.06,462014.84
,3530,3530,3,434.225830,5.293,0.843582,,,434.225830@5.292963,434.225830@5.292963,,0.000,0.000000,434.225830,786.76,660825.81,688513.75,464816.00
,3531,3531,4,283.110535,2.052,0.840662,,,283.110535@2.051638,283.110535@2.051638,,0.000,0.000000,283.110535,172898.58,529867.94,649534.81,357411.25
,3532,3532,3,261.986755,13.405,0.853374,,,261.986755@13.404517,261.986755@13.404517,,0.000,0.000000,261.986755,0.00,658617.81,660624.06,645852.69
,3533,3533,1,314.877472,13.630,0.548690,,,314.877472@13.630163,314.877472@13.630163,,0.000,0.000000,314.877472,142653.95,506550.59,601455.00,575252.31
,3534,3534,4,229.144409,4.122,0.824240,,,229.144409@4.121825,229.144409@4.121825,,0.000,0.000000,229.144409,108614.06,533904.81,563150.00,544645.44
,3535,3535,4,307.202759,4.137,0.842194,,,307.202759@4.136554,307.202759@4.136554,,0.000,0.000000,307.202759,59675.65,392182.50,479959.84,482497.22
,3536,3536,3,460.247101,7.074,0.852030,,,460.247101@7.073789,460.247101@7.073789,,0.000,0.000000,460.247101,0.00,325386.94,655977.06,283665.78
,3537,3537,4,200.129196,7.089,0.835070,,,200.129196@7.088979,200.129196@7.088979,,0.000,0.000000,200.129196,27720.74,583631.06,580120.94,435495.91
,3538,3538,4,456.808197,13.719,0.851222,,,456.808197@13.719071,456.808197@13.719071,,0.000,0.000000,456.808197,219534.62,497946.50,501501.16,607523.19
,3539,3539,1,188.035522,5.808,0.698081,,,188.035522@5.808125,188.035522@5.808125,,0.000,0.000000,188.035522,3119.87,678683.06,471777.34,446011.28
,3540,3540,3,191.073929,2.348,0.854533,,,191.073929@2.348075,191.073929@2.348075,,0.000,0.000000,191.073929,9364.85,592010.06,668633.19,365405.91
,3541,3541,4,441.318176,7.060,0.853428,,,441.318176@7.059758,441.318176@7.059758,,0.000,0.000000,441.318176,15625.51,651994.44,613008.38,478306.16
,3542,3542,3,506.260468,4.141,0.852895,,,506.260468@4.141356,506.260468@4.141356,,0.000,0.000000,506.260468,0.00,304721.19,607978.81,204945.23
,3543,3543,4,287.222931,2.525,0.825767,,,287.222931@2.525288,287.222931@2.525288,,0.000,0.000000,287.222931,152824.14,648594.31,550658.62,463572.38
,3544,3544,3,309.207214,4.117,0.834158,,,309.207214@4.117021,309.207214@4.117021,,0.000,0.000000,309.207214,7270.79,556794.19,616758.81,448278.66
,3545,3545,4,200.137405,4.107,0.828319,,,200.137405@4.106600,200.137405@4.106600,,0.000,0.000000,200.137405,7433.91,37965.64,43582.53,34519.17
,3546,3546,3,209.118408,2.427,0.854795,,,209.118408@2.427496,209.118408@2.427496,,0.000,0.000000,209.118408,17115.60,566486.94,512604.84,406064.59
,3547,3547,4,291.196777,2.546,0.834901,,,291.196777@2.545900,291.196777@2.545900,,0.000,0.000000,291.196777,109566.45,492546.41,655348.94,418526.28
,3548,3548,4,350.869781,15.528,0.842578,,,350.869781@15.528158,350.869781@15.528158,,0.000,0.000000,350.869781,9345.93,556559.94,714930.00,446367.84
,3549,3549,4,243.134964,10.914,0.836284,,,243.134964@10.914362,243.134964@10.914362,,0.000,0.000000,243.134964,119716.16,644780.19,602393.19,498562.09
,3550,3550,4,255.124420,4.127,0.828389,,,255.124420@4.126629,255.124420@4.126629,,0.000,0.000000,255.124420,14306.08,32164.60,46590.11,42217.14
,3551,3551,3,250.030930,13.363,0.855166,,,250.030930@13.362884,250.030930@13.362884,,0.000,0.000000,250.030930,0.00,467182.59,518665.84,577877.00
,3552,3552,3,446.229858,7.104,0.853573,,,446.229858@7.103541,446.229858@7.103541,,0.000,0.000000,446.229858,2437.62,389879.84,695657.44,294694.59
,3553,3553,4,83.013885,12.032,0.803187,,,83.013885@12.032043,83.013885@12.032043,,0.000,0.000000,83.013885,5297.25,551267.00,706019.44,438259.47
,3554,3554,3,410.314880,2.398,0.854119,,,410.314880@2.397654,410.314880@2.397654,,0.000,0.000000,410.314880,69718.91,285680.84,595700.06,408250.16
,3555,3555,4,317.233307,2.617,0.852475,,,317.233307@2.617063,317.233307@2.617063,,0.000,0.000000,317.233307,197720.64,621125.00,513145.47,608350.00
,3556,3556,4,222.157990,2.531,0.826708,,,222.157990@2.530863,222.157990@2.530863,,0.000,0.000000,222.157990,166219.83,650898.81,624524.00,525923.31
,3557,3557,4,130.050980,10.999,0.824303,,,130.050980@10.999409,130.050980@10.999409,,0.000,0.000000,130.050980,60100.11,562631.19,585657.44,514331.72
,3558,3558,3,82.166756,7.230,0.834909,,,82.166756@7.230295,82.166756@7.230295,,0.000,0.000000,82.166756,0.00,729843.31,659092.94,559170.00
,3559,3559,4,827.183167,2.495,0.852396,,,827.183167@2.494921,827.183167@2.494921,,0.000,0.000000,827.183167,140869.77,427957.84,571931.69,457679.03
,3560,3560,3,337.082336,13.922,0.838472,,,337.082336@13.921804,337.082336@13.921804,,0.000,0.000000,337.082336,1811.00,720139.56,370959.41,574951.94
,3561,3561,4,116.959564,15.435,0.813327,,,116.959564@15.434675,116.959564@15.434675,,0.000,0.000000,116.959564,23888.74,740126.44,552391.31,490674.03
,3562,3562,4,183.066299,4.006,0.824783,,,183.066299@4.005688,183.066299@4.005688,,0.000,0.000000,183.066299,178752.58,361774.75,270322.38,665544.00
,3563,3563,3,359.115479,11.103,0.824915,,,359.115479@11.103296,359.115479@11.103296,,0.000,0.000000,359.115479,1229.90,7290.27,59100.71,551431.44
,3564,3564,4,158.061157,4.510,0.799249,,,158.061157@4.510313,158.061157@4.510313,,0.000,0.000000,158.061157,7343.71,610051.06,541708.56,625795.56
,3565,3565,3,549.997986,13.646,0.853863,,,549.997986@13.646384,549.997986@13.646384,,0.000,0.000000,549.997986,0.00,328875.84,630831.44,214734.33
,3566,3566,3,548.299866,7.080,0.852505,,,548.299866@7.080261,548.299866@7.080261,,0.000,0.000000,548.299866,0.00,565930.44,713778.19,536312.31
,3567,3567,2,562.492554,2.385,0.853281,,,562.492554@2.384828,562.492554@2.384828,,0.000,0.000000,562.492554,0.00,322720.88,645762.69,262087.88
,3568,3568,3,741.146423,4.116,0.852983,,,741.146423@4.115583,741.146423@4.115583,,0.000,0.000000,741.146423,0.00,492498.59,534599.56,585966.44
,3569,3569,4,419.301514,4.107,0.852771,,,419.301514@4.106600,419.301514@4.106600,,0.000,0.000000,419.301514,31089.27,592800.44,493986.72,443091.59
,3570,3570,3,804.331970,2.495,0.853659,,,804.331970@2.494937,804.331970@2.494937,,0.000,0.000000,804.331970,76076.82,514573.78,618821.56,559108.94
,3571,3571,3,577.334595,3.037,0.852463,,,577.334595@3.037245,577.334595@3.037245,,0.000,0.000000,577.334595,0.00,363897.59,656079.44,497907.50
,3572,3572,1,278.220703,7.162,0.763467,,,278.220703@7.161566,278.220703@7.161566,,0.000,0.000000,278.220703,0.00,271476.91,474207.59,123745.69
,3573,3573,3,613.445435,4.096,0.851536,,,613.445435@4.096056,613.445435@4.096056,,0.000,0.000000,613.445435,0.00,371567.47,564234.94,498686.38
,3574,3574,3,119.016998,3.990,0.793855,,,119.016998@3.990216,119.016998@3.990216,,0.000,0.000000,119.016998,1236380.00,3969129.75,3836827.75,3765408.75
,3575,3575,3,172.142410,4.128,0.833482,,,172.142410@4.128242,172.142410@4.128242,,0.000,0.000000,172.142410,2825.58,673609.06,661697.44,452144.34
,3576,3576,3,118.050926,13.443,0.817445,,,118.050926@13.443162,118.050926@13.443162,,0.000,0.000000,118.050926,9154.74,652286.56,600691.25,496031.97
,3577,3577,3,432.222595,3.072,0.852986,,,432.222595@3.071642,432.222595@3.071642,,0.000,0.000000,432.222595,1161.43,408653.72,692040.75,513450.72
,3578,3578,3,136.048523,4.064,0.839453,,,136.048523@4.064321,136.048523@4.064321,,0.000,0.000000,136.048523,40393.58,559951.44,599021.88,531574.06
,3579,3579,3,198.954376,3.716,0.679867,,,198.954376@3.715792,198.954376@3.715792,,0.000,0.000000,198.954376,134161.52,559410.81,623997.56,621669.00
,3580,3580,4,88.012161,4.107,0.830124,,,88.012161@4.106600,88.012161@4.106600,,0.000,0.000000,88.012161,43407.89,700235.44,704395.69,721796.19
,3581,3581,3,433.235657,2.978,0.852418,,,433.235657@2.978292,433.235657@2.978292,,0.000,0.000000,433.235657,1221.23,461725.91,701716.19,555775.75
,3582,3582,3,277.217316,4.178,0.784123,,,277.217316@4.178492,277.217316@4.178492,,0.000,0.000000,277.217316,1476.74,930857.56,1406493.00,816267.75
,3583,3583,3,509.457764,2.392,0.854873,,,509.457764@2.392138,509.457764@2.392138,,0.000,0.000000,509.457764,9641.20,586211.31,562480.25,503267.62
,3584,3584,3,237.108932,2.465,0.853638,,,237.108932@2.465487,237.108932@2.465487,,0.000,0.000000,237.108932,176025.73,391294.75,557963.19,252038.83
,3585,3585,3,226.803619,13.533,0.718486,,,226.803619@13.532904,226.803619@13.532904,,0.000,0.000000,226.803619,64013.28,550013.19,688485.44,367558.41
,3586,3586,4,456.414001,2.451,0.853129,,,456.414001@2.451008,456.414001@2.451008,,0.000,0.000000,456.414001,242743.50,626893.25,292962.47,485439.25
,3587,3587,3,359.299683,2.990,0.843635,,,359.299683@2.989545,359.299683@2.989545,,0.000,0.000000,359.299683,0.00,659385.56,629246.56,581942.88
,3588,3588,4,339.228943,3.035,0.832064,,,339.228943@3.034683,339.228943@3.034683,,0.000,0.000000,339.228943,212017.95,597751.38,745456.81,518801.38
,3589,3589,4,201.027023,2.426,0.853661,,,201.027023@2.426500,201.027023@2.426500,,0.000,0.000000,201.027023,116270.62,692011.56,686532.31,344053.09
,3590,3590,3,276.205078,2.570,0.834861,,,276.205078@2.569783,276.205078@2.569783,,0.000,0.000000,276.205078,0.00,539784.44,681175.00,540459.69
,3591,3591,4,117.055740,4.132,0.803435,,,117.055740@4.131596,117.055740@4.131596,,0.000,0.000000,117.055740,59589.67,581003.12,633929.00,661851.56
,3592,3592,4,404.150391,2.353,0.826789,,,404.150391@2.352929,404.150391@2.352929,,0.000,0.000000,404.150391,230984.11,595108.50,577833.81,556042.81
,3593,3593,3,147.029892,4.843,0.840946,,,147.029892@4.842566,147.029892@4.842566,,0.000,0.000000,147.029892,4686.07,773346.69,787439.75,521558.59
,3594,3594,2,449.312439,4.117,0.836472,,,449.312439@4.117021,449.312439@4.117021,,0.000,0.000000,449.312439,65594.09,591447.25,484337.72,421464.75
,3595,3595,4,196.923294,13.620,0.838462,,,196.923294@13.620043,196.923294@13.620043,,0.000,0.000000,196.923294,726003.25,11988417.00,13249196.00,9585142.00
,3596,3596,3,552.330872,3.044,0.855209,,,552.330872@3.044033,552.330872@3.044033,,0.000,0.000000,552.330872,0.00,420989.66,699088.81,512180.84
,3597,3597,4,116.035378,11.111,0.833116,,,116.035378@11.110722,116.035378@11.110722,,0.000,0.000000,116.035378,241249.86,604520.94,568364.75,635302.50
,3598,3598,3,375.275238,4.135,0.852687,,,375.275238@4.134955,375.275238@4.134955,,0.000,0.000000,375.275238,0.00,664014.94,517084.47,627906.19
,3599,3599,4,83.050278,4.137,0.825071,,,83.050278@4.136554,83.050278@4.136554,,0.000,0.000000,83.050278,153861.62,598931.94,580899.44,502199.50
,3600,3600,2,446.117645,2.530,0.832694,,,446.117645@2.530063,446.117645@2.530063,,0.000,0.000000,446.117645,208524.12,420235.66,616611.75,394585.50
,3601,3601,4,251.148270,1.998,0.841473,,,251.148270@1.998250,251.148270@1.998250,,0.000,0.000000,251.148270,224199.23,736741.81,511395.78,416300.09
,3602,3602,3,656.126099,2.383,0.843112,,,656.126099@2.383000,656.126099@2.383000,,0.000,0.000000,656.126099,152285.80,233131.88,608501.31,417408.25
,3603,3603,4,178.026917,3.030,0.841191,,,178.026917@3.030488,178.026917@3.030488,,0.000,0.000000,178.026917,155580.95,398499.41,659306.00,490605.84
,3604,3604,3,267.196594,4.096,0.825129,,,267.196594@4.095896,267.196594@4.095896,,0.000,0.000000,267.196594,4919.01,544173.00,650039.25,538237.19
,3605,3605,3,179.036560,4.035,0.841614,,,179.036560@4.035083,179.036560@4.035083,,0.000,0.000000,179.036560,16201.82,789507.69,738830.94,551124.25
,3606,3606,3,293.127563,4.127,0.843297,,,293.127563@4.126629,293.127563@4.126629,,0.000,0.000000,293.127563,172181.77,656983.44,540394.25,407641.09
,3607,3607,4,91.040070,7.010,0.842927,,,91.040070@7.009608,91.040070@7.009608,,0.000,0.000000,91.040070,14562.65,833234.31,746588.69,631763.44
,3608,3608,4,113.035690,4.142,0.823385,,,113.035690@4.141925,113.035690@4.141925,,0.000,0.000000,113.035690,230016.06,681160.44,599860.81,563844.62
,3609,3609,3,254.126755,2.485,0.854153,,,254.126755@2.485017,254.126755@2.485017,,0.000,0.000000,254.126755,209840.11,600199.75,745832.19,426956.75
,3610,3610,3,203.082169,12.003,0.761736,,,203.082169@12.002908,203.082169@12.002908,,0.000,0.000000,203.082169,12044.98,488575.78,734930.69,409137.03
,3611,3611,3,184.019943,2.378,0.841422,,,184.019943@2.378383,184.019943@2.378383,,0.000,0.000000,184.019943,0.00,628572.38,563408.56,745546.75
,3612,3612,3,250.189392,3.594,0.836874,,,250.189392@3.593761,250.189392@3.593761,,0.000,0.000000,250.189392,0.00,508333.59,746398.56,449557.28
,3613,3613,3,196.994354,3.964,0.816341,,,196.994354@3.963675,196.994354@3.963675,,0.000,0.000000,196.994354,144400.73,693185.19,707012.44,644634.56
,3614,3614,4,158.970154,15.504,0.843380,,,158.970154@15.503834,158.970154@15.503834,,0.000,0.000000,158.970154,15583.56,857969.69,743291.19,573374.81
,3615,3615,3,293.248413,2.337,0.853554,,,293.248413@2.337154,293.248413@2.337154,,0.000,0.000000,293.248413,2306.41,405388.34,782571.56,310422.75
,3616,3616,3,310.283203,2.323,0.854253,,,310.283203@2.322742,310.283203@2.322742,,0.000,0.000000,310.283203,3985.57,357960.03,766727.94,283381.59
,3617,3617,4,87.008789,7.174,0.693914,,,87.008789@7.174425,87.008789@7.174425,,0.000,0.000000,87.008789,127325.16,478679.66,557852.19,398711.66
,3618,3618,4,187.133957,4.112,0.830603,,,187.133957@4.112221,187.133957@4.112221,,0.000,0.000000,187.133957,106488.66,769095.56,714244.19,612761.94
,3619,3619,4,392.880066,15.517,0.839537,,,392.880066@15.517437,392.880066@15.517437,,0.000,0.000000,392.880066,3734.53,285420.75,842296.06,502537.09
,3620,3620,3,233.085114,2.021,0.830800,,,233.085114@2.021171,233.085114@2.021171,,0.000,0.000000,233.085114,1841.08,728478.50,799316.50,556748.31
,3621,3621,4,156.996277,4.143,0.787524,,,156.996277@4.143300,156.996277@4.143300,,0.000,0.000000,156.996277,25417.37,565663.25,726106.69,566098.31
,3622,3622,4,383.077301,2.547,0.852186,,,383.077301@2.546925,383.077301@2.546925,,0.000,0.000000,383.077301,257197.38,514105.53,732895.50,547591.81
,3623,3623,3,550.313965,7.022,0.852465,,,550.313965@7.021566,550.313965@7.021566,,0.000,0.000000,550.313965,1139.70,643280.31,797514.50,629964.25
,3624,3624,3,113.024437,7.262,0.763808,,,113.024437@7.261763,113.024437@7.261763,,0.000,0.000000,113.024437,19826.41,590108.94,750162.81,517579.38
,3625,3625,3,374.773346,15.545,0.851728,,,374.773346@15.545466,374.773346@15.545466,,0.000,0.000000,374.773346,0.00,839489.31,385191.22,264287.34
,3626,3626,4,115.003738,13.472,0.828512,,,115.003738@13.472016,115.003738@13.472016,,0.000,0.000000,115.003738,38757.32,840779.31,453218.38,527191.31
,3627,3627,3,334.062714,13.840,0.841403,,,334.062714@13.840256,334.062714@13.840256,,0.000,0.000000,334.062714,0.00,833066.81,703333.06,702236.00
,3628,3628,1,145.061829,11.159,0.835988,,,145.061829@11.159167,145.061829@11.159167,,0.000,0.000000,145.061829,2736.28,737054.56,777199.81,585112.06
,3629,3629,3,504.273529,2.584,0.851139,,,504.273529@2.583817,504.273529@2.583817,,0.000,0.000000,504.273529,0.00,830435.69,738075.81,451671.41
