label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,blank,RT_12C_01,RT_12C_02,RT_12C_03
,179,179,1,224.987442,3.722,0.587283,,,224.987442@3.722333,224.987442@3.722333,,0.000,0.000000,224.987442,9026.90,35254.87,33767.59,45889.34
,180,180,3,476.357666,2.763,0.850661,,,476.357666@2.762666,476.357666@2.762666,,0.000,0.000000,476.357666,13595.55,44465.75,39311.49,43648.87
,181,181,2,807.504089,6.991,0.848623,,,807.504089@6.990744,807.504089@6.990744,,0.000,0.000000,807.504089,0.00,45031.42,25661.98,27694.25
,182,182,2,339.111023,11.889,0.684107,,,339.111023@11.889471,339.111023@11.889471,,0.000,0.000000,339.111023,5739.20,38264.59,29266.78,24198.26
,183,183,1,125.946419,6.825,0.509298,,,125.946419@6.825067,125.946419@6.825067,,0.000,0.000000,125.946419,0.00,21476.84,8368.05,15568.45
,184,184,1,494.287933,7.003,0.841532,,,494.287933@7.003017,494.287933@7.003017,,0.000,0.000000,494.287933,3061.46,9250.64,42823.83,5284.52
,185,185,2,254.090622,2.654,0.836442,,,254.090622@2.654425,254.090622@2.654425,,0.000,0.000000,254.090622,4865.59,39156.34,40793.32,26880.58
,186,186,1,458.883087,3.575,0.842328,,,458.883087@3.574946,458.883087@3.574946,,0.000,0.000000,458.883087,4163.37,28279.24,16552.04,17664.60
,187,187,2,458.287415,7.088,0.779583,,,458.287415@7.087633,458.287415@7.087633,,0.000,0.000000,458.287415,9174.11,32092.42,29926.78,17667.08
,188,188,2,261.149597,2.635,0.842979,,,261.149597@2.634946,261.149597@2.634946,,0.000,0.000000,261.149597,5722.07,25390.46,39666.54,17792.87
,189,189,4,481.090912,2.773,0.850308,,,481.090912@2.772629,481.090912@2.772629,,0.000,0.000000,481.090912,18041.17,23260.77,47623.09,36495.52
,190,190,3,549.401123,4.102,0.743033,,,549.401123@4.102167,549.401123@4.102167,,0.000,0.000000,549.401123,0.00,35116.04,42260.52,28939.74
,191,191,2,307.066254,11.871,0.750257,,,307.066254@11.870700,307.066254@11.870700,,0.000,0.000000,307.066254,0.00,39523.49,29563.70,32049.41
,192,192,3,303.104401,13.545,0.849275,,,303.104401@13.544795,303.104401@13.544795,,0.000,0.000000,303.104401,0.00,41013.62,38878.00,31522.60
,193,193,2,365.280975,2.975,0.849835,,,365.280975@2.974796,365.280975@2.974796,,0.000,0.000000,365.280975,5158.42,42364.11,31956.34,40147.52
,194,194,3,544.445496,2.211,0.850160,,,544.445496@2.211161,544.445496@2.211161,,0.000,0.000000,544.445496,0.00,29234.80,35510.02,34529.12
,195,195,1,134.061188,3.668,0.554945,,,134.061188@3.668271,134.061188@3.668271,,0.000,0.000000,134.061188,1091.52,25970.61,10137.05,26581.33
,196,196,1,359.168854,13.784,0.592130,,,359.168854@13.783944,359.168854@13.783944,,0.000,0.000000,359.168854,0.00,30397.59,35858.71,15437.68
,197,197,3,360.159149,6.966,0.849890,,,360.159149@6.965846,360.159149@6.965846,,0.000,0.000000,360.159149,3805.12,40957.50,41009.72,28634.30
,198,198,2,413.885956,14.186,0.655784,,,413.885956@14.185797,413.885956@14.185797,,0.000,0.000000,413.885956,10528.38,46928.06,28688.12,35920.98
,199,199,2,342.182678,2.113,0.808486,,,342.182678@2.112654,342.182678@2.112654,,0.000,0.000000,342.182678,5877.02,4449.51,45120.22,10220.32
,200,200,2,580.780701,13.494,0.835045,,,580.780701@13.493641,580.780701@13.493641,,0.000,0.000000,580.780701,9771.16,37668.89,38554.86,48521.30
,201,201,1,583.345398,7.028,0.602329,,,583.345398@7.028089,583.345398@7.028089,,0.000,0.000000,583.345398,0.00,27000.35,29360.47,17729.52
,202,202,3,429.125031,11.829,0.850081,,,429.125031@11.829194,429.125031@11.829194,,0.000,0.000000,429.125031,0.00,46025.87,36105.93,46247.27
,203,203,2,263.103180,7.028,0.850415,,,263.103180@7.027734,263.103180@7.027734,,0.000,0.000000,263.103180,3763.54,37720.85,27199.57,37006.36
,204,204,1,557.075989,13.401,0.743107,,,557.075989@13.401483,557.075989@13.401483,,0.000,0.000000,557.075989,0.00,33038.28,26387.12,32569.12
,205,205,1,327.290344,4.065,0.671459,,,327.290344@4.064763,327.290344@4.064763,,0.000,0.000000,327.290344,1127.99,25133.97,28599.99,24179.55
,206,206,3,756.590515,3.015,0.850705,,,756.590515@3.015078,756.590515@3.015078,,0.000,0.000000,756.590515,0.00,24468.16,44763.22,39580.34
,207,207,3,371.057281,13.251,0.848354,,,371.057281@13.250873,371.057281@13.250873,,0.000,0.000000,371.057281,0.00,42774.60,39457.66,39170.06
,208,208,1,316.739044,2.622,0.642518,,,316.739044@2.622189,316.739044@2.622189,,0.000,0.000000,316.739044,0.00,58051.62,66517.73,73887.96
,209,209,1,785.152893,13.355,0.747947,,,785.152893@13.355300,785.152893@13.355300,,0.000,0.000000,785.152893,0.00,20839.78,38908.78,6623.87
,210,210,3,193.016586,10.092,0.837984,,,193.016586@10.091805,193.016586@10.091805,,0.000,0.000000,193.016586,619.58,46082.01,45808.49,37252.18
,211,211,3,352.016113,7.282,0.850032,,,352.016113@7.282328,352.016113@7.282328,,0.000,0.000000,352.016113,0.00,42191.23,41414.47,19286.90
,212,212,1,700.185913,2.655,0.746362,,,700.185913@2.654537,700.185913@2.654537,,0.000,0.000000,700.185913,4896.25,19955.78,30468.62,29053.82
,213,213,3,565.270081,4.115,0.749687,,,565.270081@4.114656,565.270081@4.114656,,0.000,0.000000,565.270081,0.00,43307.17,23378.36,31449.19
,214,214,2,686.476868,3.009,0.755069,,,686.476868@3.008867,686.476868@3.008867,,0.000,0.000000,686.476868,0.00,37138.87,41949.14,34290.56
,215,215,3,231.955688,14.116,0.780682,,,231.955688@14.116427,231.955688@14.116427,,0.000,0.000000,231.955688,0.00,31252.46,40735.93,29685.57
,216,216,2,493.302826,4.108,0.704497,,,493.302826@4.107692,493.302826@4.107692,,0.000,0.000000,493.302826,12172.03,38756.15,34751.15,26673.30
,217,217,1,162.998962,11.824,0.690122,,,162.998962@11.823584,162.998962@11.823584,,0.000,0.000000,162.998962,5254.85,31371.64,24911.58,22402.46
,218,218,3,350.233795,2.747,0.843692,,,350.233795@2.746867,350.233795@2.746867,,0.000,0.000000,350.233795,0.00,28781.42,37875.70,23575.87
,219,219,4,524.859619,11.495,0.850231,,,524.859619@11.495109,524.859619@11.495109,,0.000,0.000000,524.859619,8389.41,41708.04,42536.04,39336.94
,220,220,1,275.862640,13.962,0.734905,,,275.862640@13.961673,275.862640@13.961673,,0.000,0.000000,275.862640,0.00,22143.26,25172.59,40137.84
,221,221,3,469.359039,12.896,0.849478,,,469.359039@12.896225,469.359039@12.896225,,0.000,0.000000,469.359039,5716.58,38636.11,29639.65,37425.77
,222,222,3,384.831512,13.534,0.844381,,,384.831512@13.534004,384.831512@13.534004,,0.000,0.000000,384.831512,6108.68,20002.40,25294.84,34748.29
,223,223,2,289.950958,3.479,0.715737,,,289.950958@3.478737,289.950958@3.478737,,0.000,0.000000,289.950958,14754.79,22497.63,22722.49,42195.43
,224,224,2,324.228027,4.084,0.829987,,,324.228027@4.083755,324.228027@4.083755,,0.000,0.000000,324.228027,1956.87,35531.06,23521.87,29633.83
,225,225,1,313.981567,11.117,0.647677,,,313.981567@11.116784,313.981567@11.116784,,0.000,0.000000,313.981567,5344.31,30130.95,30111.08,37333.72
,226,226,1,385.187469,7.013,0.609841,,,385.187469@7.012879,385.187469@7.012879,,0.000,0.000000,385.187469,4618.49,25675.57,33247.45,12470.16
,227,227,2,663.878845,7.016,0.741439,,,663.878845@7.015900,663.878845@7.015900,,0.000,0.000000,663.878845,0.00,15350.14,36438.62,18967.40
,228,228,3,370.234863,7.031,0.844597,,,370.234863@7.031096,370.234863@7.031096,,0.000,0.000000,370.234863,2364.59,36274.75,33454.88,22820.04
,229,229,3,618.125488,2.654,0.722903,,,618.125488@2.654362,618.125488@2.654362,,0.000,0.000000,618.125488,10507.60,30971.47,28591.30,38976.04
,230,230,1,381.104279,4.136,0.789104,,,381.104279@4.136263,381.104279@4.136263,,0.000,0.000000,381.104279,4197.13,5621.44,4867.09,30524.55
,231,231,1,175.023666,13.408,0.820181,,,175.023666@13.408220,175.023666@13.408220,,0.000,0.000000,175.023666,2892.05,43188.21,20655.15,32467.59
,232,232,3,150.017288,13.389,0.828864,,,150.017288@13.388611,150.017288@13.388611,,0.000,0.000000,150.017288,0.00,35529.97,26022.99,33116.16
,233,233,3,770.570984,2.740,0.850623,,,770.570984@2.739744,770.570984@2.739744,,0.000,0.000000,770.570984,0.00,39373.00,27931.94,35013.17
,234,234,4,199.145233,4.422,0.849837,,,199.145233@4.421717,199.145233@4.421717,,0.000,0.000000,199.145233,8121.26,38618.95,29603.60,39802.08
,235,235,3,215.148254,3.047,0.809818,,,215.148254@3.047021,215.148254@3.047021,,0.000,0.000000,215.148254,9130.33,28012.82,43151.80,34323.04
,236,236,4,233.982285,2.280,0.850417,,,233.982285@2.280150,233.982285@2.280150,,0.000,0.000000,233.982285,8026.66,29781.04,42746.22,25949.10
,237,237,2,436.300049,2.970,0.849898,,,436.300049@2.969879,436.300049@2.969879,,0.000,0.000000,436.300049,11198.82,37790.04,47443.76,41696.16
,238,238,1,426.224609,4.102,0.608025,,,426.224609@4.101944,426.224609@4.101944,,0.000,0.000000,426.224609,0.00,40763.08,23270.81,24737.45
,239,239,3,668.067444,14.195,0.850021,,,668.067444@14.194507,668.067444@14.194507,,0.000,0.000000,668.067444,0.00,34115.96,33171.86,33136.29
,240,240,2,126.985893,2.857,0.850545,,,126.985893@2.856975,126.985893@2.856975,,0.000,0.000000,126.985893,4634.74,37168.21,14687.29,35294.50
,241,241,2,439.976410,14.116,0.843274,,,439.976410@14.116384,439.976410@14.116384,,0.000,0.000000,439.976410,0.00,34213.22,36707.52,39093.12
,242,242,2,216.017090,6.969,0.749440,,,216.017090@6.969221,216.017090@6.969221,,0.000,0.000000,216.017090,18887.35,39881.83,33661.75,52082.21
,243,243,3,324.826019,13.976,0.646912,,,324.826019@13.976268,324.826019@13.976268,,0.000,0.000000,324.826019,0.00,29361.36,29804.16,38224.05
,244,244,1,390.216583,7.037,0.850480,,,390.216583@7.036875,390.216583@7.036875,,0.000,0.000000,390.216583,1953.15,39165.74,6424.24,49060.87
,245,245,1,410.920532,13.395,0.835778,,,410.920532@13.395050,410.920532@13.395050,,0.000,0.000000,410.920532,0.00,36270.77,34344.02,34824.10
,246,246,4,471.244751,8.807,0.847678,,,471.244751@8.806829,471.244751@8.806829,,0.000,0.000000,471.244751,7410.11,38759.81,16648.63,45455.03
,247,247,2,350.883179,14.031,0.842124,,,350.883179@14.031300,350.883179@14.031300,,0.000,0.000000,350.883179,5678.19,19324.93,38836.72,33919.99
,248,248,4,298.221619,2.699,0.841513,,,298.221619@2.698529,298.221619@2.698529,,0.000,0.000000,298.221619,10491.75,31482.41,32451.73,39746.80
,249,249,3,342.996796,4.292,0.801632,,,342.996796@4.292058,342.996796@4.292058,,0.000,0.000000,342.996796,6180.50,37501.38,20562.91,36558.09
,250,250,3,170.942749,11.269,0.849912,,,170.942749@11.268661,170.942749@11.268661,,0.000,0.000000,170.942749,0.00,36002.91,28700.87,25227.66
,251,251,2,451.318146,4.108,0.752992,,,451.318146@4.108311,451.318146@4.108311,,0.000,0.000000,451.318146,0.00,25762.56,25173.52,37668.11
,252,252,1,128.017563,4.063,0.849882,,,128.017563@4.063128,128.017563@4.063128,,0.000,0.000000,128.017563,0.00,50203.47,26789.92,13400.91
,253,253,4,202.078796,2.519,0.816087,,,202.078796@2.518550,202.078796@2.518550,,0.000,0.000000,202.078796,183314816.00,481572064.00,453887072.00,435909984.00
,254,254,4,202.078796,7.172,0.746273,,,202.078796@7.171975,202.078796@7.171975,,0.000,0.000000,202.078796,18963782.00,47818160.00,46470784.00,45792964.00
,255,255,3,202.078796,13.939,0.811004,,,202.078796@13.939176,202.078796@13.939176,,0.000,0.000000,202.078796,16766589.00,126150040.00,107912728.00,110999464.00
,256,256,2,315.143585,2.665,0.667525,,,315.143585@2.664575,315.143585@2.664575,,0.000,0.000000,315.143585,2453.68,15219.91,17973.27,15789.66
,257,257,2,562.323303,6.978,0.847597,,,562.323303@6.978361,562.323303@6.978361,,0.000,0.000000,562.323303,0.00,47220.25,25869.69,17976.05
,258,258,1,178.815491,3.519,0.509821,,,178.815491@3.518921,178.815491@3.518921,,0.000,0.000000,178.815491,2016.98,25263.35,11783.08,21708.13
,259,259,2,168.032288,7.519,0.818767,,,168.032288@7.519275,168.032288@7.519275,,0.000,0.000000,168.032288,10760.27,183365.94,79849.45,179586.70
,260,260,2,366.837158,14.012,0.843920,,,366.837158@14.012184,366.837158@14.012184,,0.000,0.000000,366.837158,7480.05,40072.22,29037.60,46581.44
,261,261,2,488.103973,4.089,0.786338,,,488.103973@4.089039,488.103973@4.089039,,0.000,0.000000,488.103973,0.00,25889.88,29241.22,20901.72
,262,262,3,345.082764,12.362,0.848893,,,345.082764@12.362144,345.082764@12.362144,,0.000,0.000000,345.082764,0.00,31604.88,26511.52,34929.58
,263,263,3,459.233612,2.839,0.849932,,,459.233612@2.839478,459.233612@2.839478,,0.000,0.000000,459.233612,0.00,44183.79,33967.23,32743.05
,264,264,4,415.182678,12.277,0.850358,,,415.182678@12.276653,415.182678@12.276653,,0.000,0.000000,415.182678,9697.23,39552.61,31549.17,49331.45
,265,265,2,214.929977,13.939,0.610166,,,214.929977@13.939366,214.929977@13.939366,,0.000,0.000000,214.929977,0.00,33699.25,21038.55,23732.69
,266,266,2,326.815216,13.564,0.844287,,,326.815216@13.563590,326.815216@13.563590,,0.000,0.000000,326.815216,0.00,50541.50,35257.01,46162.23
,267,267,3,423.179047,2.931,0.850312,,,423.179047@2.931289,423.179047@2.931289,,0.000,0.000000,423.179047,0.00,41782.11,36861.08,33497.97
,268,268,1,390.276520,2.316,0.848263,,,390.276520@2.316179,390.276520@2.316179,,0.000,0.000000,390.276520,2243.77,26440.43,46880.62,40990.30
,269,269,2,243.084290,13.136,0.850085,,,243.084290@13.136267,243.084290@13.136267,,0.000,0.000000,243.084290,5281.28,31993.53,35739.97,36767.42
,270,270,2,227.017212,14.053,0.848076,,,227.017212@14.052838,227.017212@14.052838,,0.000,0.000000,227.017212,0.00,40868.33,51503.53,41116.80
,271,271,3,251.095795,2.101,0.838655,,,251.095795@2.100742,251.095795@2.100742,,0.000,0.000000,251.095795,14741.09,18634.21,42259.30,19956.13
,272,272,1,200.805618,7.035,0.687017,,,200.805618@7.034606,200.805618@7.034606,,0.000,0.000000,200.805618,0.00,15055.60,32812.42,25104.97
,273,273,2,186.113739,4.122,0.800738,,,186.113739@4.122188,186.113739@4.122188,,0.000,0.000000,186.113739,7203.47,50581.75,31987.76,37972.24
,274,274,3,178.884506,14.081,0.798423,,,178.884506@14.081094,178.884506@14.081094,,0.000,0.000000,178.884506,0.00,84823.86,93522.56,74944.15
,275,275,2,401.253082,4.102,0.834656,,,401.253082@4.102039,401.253082@4.102039,,0.000,0.000000,401.253082,0.00,19955.17,31788.51,19517.94
,276,276,2,145.897339,3.619,0.840299,,,145.897339@3.618989,145.897339@3.618989,,0.000,0.000000,145.897339,0.00,26114.79,32823.54,33051.56
,277,277,2,251.201660,3.954,0.831269,,,251.201660@3.953700,251.201660@3.953700,,0.000,0.000000,251.201660,9431.94,33284.43,29076.86,43447.90
,278,278,3,170.487839,3.732,0.763030,,,170.487839@3.731911,170.487839@3.731911,,0.000,0.000000,170.487839,0.00,50748.28,47852.56,52136.46
,279,279,4,208.061569,7.008,0.845734,,,208.061569@7.007608,208.061569@7.007608,,0.000,0.000000,208.061569,11685.07,37684.68,33450.93,18410.46
,280,280,3,199.108688,4.117,0.842635,,,199.108688@4.117312,199.108688@4.117312,,0.000,0.000000,199.108688,12134.28,40934.31,15058.02,38579.22
,281,281,3,267.072266,13.291,0.800986,,,267.072266@13.291125,267.072266@13.291125,,0.000,0.000000,267.072266,7492.38,2291550.50,1999501.38,1939020.38
,282,282,3,267.072205,13.610,0.781839,,,267.072205@13.609533,267.072205@13.609533,,0.000,0.000000,267.072205,2413.34,1772995.50,1851130.62,1573756.88
,283,283,1,309.254913,3.573,0.849364,,,309.254913@3.572722,309.254913@3.572722,,0.000,0.000000,309.254913,0.00,8556.86,8491.76,44388.91
,284,284,3,356.992645,13.480,0.850221,,,356.992645@13.480189,356.992645@13.480189,,0.000,0.000000,356.992645,0.00,43040.81,26889.71,28739.15
,285,285,3,263.165222,2.035,0.820311,,,263.165222@2.034537,263.165222@2.034537,,0.000,0.000000,263.165222,9235.20,42775.65,41749.47,27035.48
,286,286,1,273.038025,6.979,0.659865,,,273.038025@6.978771,273.038025@6.978771,,0.000,0.000000,273.038025,13560.43,36392.68,42981.76,24225.72
,287,287,2,291.132507,3.580,0.832645,,,291.132507@3.580396,291.132507@3.580396,,0.000,0.000000,291.132507,1242.89,28438.00,26861.94,35673.93
,288,288,2,289.122894,3.260,0.559511,,,289.122894@3.259683,289.122894@3.259683,,0.000,0.000000,289.122894,0.00,37406.20,25560.19,37796.07
,289,289,3,456.308044,7.066,0.849373,,,456.308044@7.065771,456.308044@7.065771,,0.000,0.000000,456.308044,7057.05,36380.46,37899.66,44375.07
,290,290,2,190.970383,6.932,0.776592,,,190.970383@6.931721,190.970383@6.931721,,0.000,0.000000,190.970383,13144.18,34767.34,42448.52,44194.69
,291,291,2,358.296143,2.996,0.848374,,,358.296143@2.996200,358.296143@2.996200,,0.000,0.000000,358.296143,0.00,35840.11,22201.19,23756.48
,292,292,2,184.958389,2.100,0.711344,,,184.958389@2.100211,184.958389@2.100211,,0.000,0.000000,184.958389,0.00,42050.00,30908.38,45668.35
,293,293,2,298.691498,11.760,0.849602,,,298.691498@11.759711,298.691498@11.759711,,0.000,0.000000,298.691498,0.00,43174.57,32128.11,42395.54
,294,294,3,334.125702,14.283,0.756773,,,334.125702@14.282544,334.125702@14.282544,,0.000,0.000000,334.125702,0.00,37144.15,41405.17,30105.24
,295,295,3,255.133087,11.229,0.799203,,,255.133087@11.229366,255.133087@11.229366,,0.000,0.000000,255.133087,799.50,42149.93,38931.76,45879.97
,296,296,3,571.085815,2.817,0.845725,,,571.085815@2.816883,571.085815@2.816883,,0.000,0.000000,571.085815,5400.34,28065.28,43847.02,39141.11
,297,297,1,114.949318,11.838,0.617138,,,114.949318@11.837800,114.949318@11.837800,,0.000,0.000000,114.949318,2619.95,31844.69,25415.05,36449.16
,298,298,4,180.927856,2.029,0.849764,,,180.927856@2.028575,180.927856@2.028575,,0.000,0.000000,180.927856,15786.20,36073.05,38687.52,41207.11
,299,299,3,566.428833,3.063,0.850519,,,566.428833@3.062621,566.428833@3.062621,,0.000,0.000000,566.428833,8194.38,31464.40,46633.48,27414.33
,300,300,2,357.149536,2.231,0.845001,,,357.149536@2.230887,357.149536@2.230887,,0.000,0.000000,357.149536,6258.80,19283.18,42451.11,42546.26
,301,301,1,251.057068,3.760,0.812880,,,251.057068@3.760146,251.057068@3.760146,,0.000,0.000000,251.057068,2468.50,22367.43,18354.37,37368.42
,302,302,3,512.330444,3.434,0.845153,,,512.330444@3.434175,512.330444@3.434175,,0.000,0.000000,512.330444,2514.60,19425.88,28489.95,29837.20
,303,303,1,169.159866,2.669,0.845763,,,169.159866@2.669129,169.159866@2.669129,,0.000,0.000000,169.159866,1715.45,18254.68,15003.33,14407.67
,304,304,3,159.029846,12.555,0.843806,,,159.029846@12.555141,159.029846@12.555141,,0.000,0.000000,159.029846,7164.26,46885.71,38863.78,41136.87
,305,305,2,995.652588,2.622,0.765247,,,995.652588@2.622189,995.652588@2.622189,,0.000,0.000000,995.652588,0.00,49094.71,28289.48,40349.38
,306,306,3,229.044266,13.382,0.732465,,,229.044266@13.382150,229.044266@13.382150,,0.000,0.000000,229.044266,0.00,31576.97,44552.11,33856.54
,307,307,3,315.181396,4.068,0.843475,,,315.181396@4.068058,315.181396@4.068058,,0.000,0.000000,315.181396,6618.88,47582.33,41765.13,39801.42
,308,308,3,501.287659,7.017,0.846700,,,501.287659@7.017067,501.287659@7.017067,,0.000,0.000000,501.287659,6605.75,38376.47,40948.61,43071.59
,309,309,3,196.932648,13.831,0.836478,,,196.932648@13.830983,196.932648@13.830983,,0.000,0.000000,196.932648,9140.57,2919056.75,2190204.75,2562578.50
,310,310,1,470.336060,3.448,0.841246,,,470.336060@3.447521,470.336060@3.447521,,0.000,0.000000,470.336060,3695.83,18300.91,29585.27,18190.22
,311,311,1,227.024536,3.466,0.787541,,,227.024536@3.465694,227.024536@3.465694,,0.000,0.000000,227.024536,0.00,35718.50,27120.94,40645.71
,312,312,3,264.001282,13.074,0.848479,,,264.001282@13.074280,264.001282@13.074280,,0.000,0.000000,264.001282,1365.36,40009.77,33459.27,35360.39
,313,313,3,382.817871,13.990,0.848025,,,382.817871@13.990223,382.817871@13.990223,,0.000,0.000000,382.817871,0.00,40625.79,35769.13,31487.53
,314,314,3,432.738007,13.551,0.849397,,,432.738007@13.550861,432.738007@13.550861,,0.000,0.000000,432.738007,0.00,45456.15,25636.09,36896.49
,315,315,1,337.037964,10.064,0.506115,,,337.037964@10.063701,337.037964@10.063701,,0.000,0.000000,337.037964,0.00,6524.04,5750.55,4224.26
,316,316,4,337.040466,16.040,0.638247,,,337.040466@16.040396,337.040466@16.040396,,0.000,0.000000,337.040466,39032.29,664246.75,687690.44,651806.00
,317,317,1,236.056458,4.145,0.779526,,,236.056458@4.145221,236.056458@4.145221,,0.000,0.000000,236.056458,1025.73,26852.01,43843.61,47500.01
,318,318,3,486.262695,3.021,0.850024,,,486.262695@3.021461,486.262695@3.021461,,0.000,0.000000,486.262695,0.00,28307.19,41758.85,32891.85
,319,319,1,176.059998,13.723,0.816203,,,176.059998@13.722789,176.059998@13.722789,,0.000,0.000000,176.059998,0.00,45501.34,30483.20,19696.90
